INVOICE;Исходный;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Код страны поставщика;УНП поставщика;Код филиала для поставщика;Наименование поставщика;ИМНС поставщика;Статус поставщика;ФИО подписавшего ЭСЧФ поставщика;Код страны получателя;УНП получателя;Код филиала для получателя;Наименование получателя;ИМНС получателя;Статус получателя;ФИО подписавшего ЭСЧФ получателя;№ ЭСЧФ;К ЭСЧФ;Тип ЭСЧФ;Статус ЭСЧФ;Дата выставления;Дата совершения;Дата подписания получателем;Дата аннулирования;Регистрационный номер выпуска товаров (поставщик);Дата выпуска товаров (поставщик);Дата разрешения на убытие товаров (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (поставщик);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (поставщик);Регистрационный номер выпуска товаров (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – номер (получатель);Реквизиты заявления о ввозе товаров и уплате косвенных налогов – дата (получатель);Дата ввоза товаров (получатель);Договор;Дата договора;Вид документа;Наименование документа;Код формы;Серия;Номер;Дата документа;Cумма без НДС;Cумма акциза;Сумма НДС;Стоимость с НДС
112;190586896;;"ООО ""АверсКласс""";106;Продавец;Повхлеб Ирина Анатольевна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190586896-2017-0000000507;;Исходный;Выставлен. Подписан получателем;10.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2802/2""";28.02.2017;Акт выполненных работ;;;;"""335""";29.03.2017;41,67;0;8,33;50
112;190638152;;"ООО ""Автофарт""";105;Продавец;Дрозд Ольга Ивановна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190638152-2017-0000000100;;Исходный;Выставлен. Подписан получателем;06.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""25""";01.11.2016;Акт выполненных работ;;;;"""0000076""";29.03.2017;1000;0;0;1000
112;600125053;;ОАО Завод горного воска;617;Продавец;Лудчинская Елена Николаевна;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;600125053-2017-0000002584;;Исходный;Выставлен. Подписан получателем;31.03.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""332""";28.03.2017;ТТН-1;;402961;ЭС;"""4643628""";29.03.2017;1383,86;0;276,77;1660,63
112;101260830;;Аксенова  Т. Ф.;102;Продавец;Аксёнова Татьяна Фёдоровна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;101260830-2017-0000000026;;Исходный;Выставлен. Подписан получателем;29.03.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""4""";01.03.2017;ТТН-1;;402960;АХ;"""0587906""";29.03.2017;131;0;26,2;157,2
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000018;;Исходный;Выставлен. Подписан получателем;10.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095023""";29.03.2017;226,6;0;45,32;271,92
112;300044043;     ;"ОДО ""Валентина-М""";107;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000003070;;Исходный;Выставлен. Подписан получателем;03.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Догово №б/н""";27.02.2017;ТТН-1;ТТН-1;402961;ЭУ;"""0064976""";29.03.2017;1872;0;374,4;2246,4
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000048116;;Исходный;Выставлен. Подписан получателем;04.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/106842""";29.03.2017;14,17;0;2,83;17
112;192077474;;"ООО ""БиКрафтОйл""";109;Продавец;;112;691772248;;"ООО ""ХимПромОйл""";107;Покупатель; ;192077474-2017-0000001899;;Исходный;Выставлен. Подписан получателем;05.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""8546""";19.11.2014;ТТН-1;;402961;ЭХ;"""4704918""";29.03.2017;488,5;0;97,7;586,2
112;192296906;     ;"Общество с ограниченной ответственностью ""ПолиХим-Стандарт""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192296906-2017-0000000759;;Исходный;Выставлен. Подписан получателем;07.04.2017;29.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";12.02.2014;ТТН-1;ТТН-1;402961;ЭС;"""5411490""";29.03.2017;573,92;0;114,79;688,71
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000047693;;Исходный;Выставлен. Подписан получателем;04.04.2017;28.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/105871""";28.03.2017;14,17;0;2,83;17
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000015;;Исходный;Выставлен. Подписан получателем;10.04.2017;28.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095019""";28.03.2017;339,2;0;67,84;407,04
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000016;;Исходный;Выставлен. Подписан получателем;10.04.2017;28.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095021""";28.03.2017;412,7;0;82,54;495,24
112;300042199;;"ОАО ""НАФТАН""";351;Продавец;;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;300042199-2017-0000015571;;Исходный;Выставлен. Подписан получателем;05.04.2017;28.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""049/2.02.488""";17.01.2017;ТТН-1;;402862;ГЮ;"""0421755""";28.03.2017;21710,03;2887,5;4342,01;26052,04
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000017;;Исходный;Выставлен. Подписан получателем;10.04.2017;28.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095022""";28.03.2017;252;0;50,4;302,4
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000014;;Исходный;Выставлен. Подписан получателем;10.04.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095018""";24.03.2017;32,4;0;6,48;38,88
112;100006975;     ;"ООО ""Сервовит""    РБ";106;Продавец;;112;691772248;     ;"ООО ""ХимПромОйл""";107;Покупатель; ;100006975-2017-0000000408;;Исходный;Выставлен. Подписан получателем;06.04.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""007/32""";26.11.2014;ТТН-1;;402961;ЭУ;"""0823350""";24.03.2017;10148;0;2029,6;12177,6
112;190542056;;"ОАО ""Белорусская универсальная товарная биржа""";105;Продавец;;112;691772248;;"Общество с ограниченной ответственностью ""ХимПромОил""";107;Покупатель; ;190542056-2017-0000140240;;Исходный;Выставлен. Подписан получателем;06.04.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""40620""";05.02.2016;Другое;Другое;;;"""O20170323118770""";24.03.2017;15;0;3;18
112;690653276;     ;"ИООО""ВИНКТЕХ-СЕРВИС""";613;Продавец;;112;691772248;     ;ХимПромОил ООО;107;Покупатель; ;690653276-2017-0000000125;;Исходный;Выставлен. Подписан получателем;31.03.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""1""";23.03.2017;Акт;;;;"""3""";24.03.2017;316,67;0;63,33;380
112;190431542;;"РО ""Белагросервис""";107;Продавец;;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190431542-2017-0000081573;;Исходный;Выставлен. Подписан получателем;06.04.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""договор №13-3-5/32""";22.02.2017;ТТН-1;;402861;РС;"""0348753""";24.03.2017;8569,17;0;856,92;9426,09
643;4025418492;     ;"ООО ""Эком""";;Иностранная организация;;112;691772248;     ;"ООО ХимПромОил""";107;Покупатель; ;691772248-2017-0000000923;;Исходный;Выставлен. Подписан получателем;20.04.2017;24.03.2017;20.04.2017;;"""""";;;"""""";;"""""";"""9""";31.03.2017;24.03.2017;"""2014-020""";10.10.2014;;;;;"""""";;23812,29;0;4762,45;28574,74
112;190431542;;"РО ""Белагросервис""";107;Продавец;;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;190431542-2017-0000081700;;Исходный;Выставлен. Подписан получателем;06.04.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""договор №13-3-5/32""";22.02.2017;ТТН-1;;402861;ЖБ;"""1332903""";24.03.2017;19042,8;0;1904,28;20947,08
112;192296906;     ;"Общество с ограниченной ответственностью ""ПолиХим-Стандарт""";613;Продавец;;112;691772248;     ;"ООО ""ХимПромОил""";107;Покупатель; ;192296906-2017-0000000749;;Исходный;Выставлен. Подписан получателем;07.04.2017;24.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";12.02.2014;ТТН-1;ТТН-1;402961;ЭС;"""5411469""";24.03.2017;2250;0;450;2700
112;100367384;     ;"ООО ""Автосалон-АВ""";105;Продавец;;112;691772248;     ;ХИМПРОМОИЛ ООО;107;Покупатель; ;100367384-2017-0000002448;;Исходный;Выставлен. Подписан получателем;06.04.2017;22.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б\н""";22.03.2017;ТН-2;;401851;ПЯ;"""0478529""";22.03.2017;199,86;0;39,97;239,83
112;101223447;;"РУП ""Национальный центр маркетинга и конъюнктуры цен""";111;Продавец;;112;691772248;;"ООО ""Химпромоил""";107;Покупатель; ;101223447-2017-0000045858;;Исходный;Выставлен. Подписан получателем;28.03.2017;22.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""ЭТП-2015-03-18397""";11.03.2015;Акт;;;;"""ЭТП-2017-18397/105450""";22.03.2017;14,17;0;2,83;17
112;192144980;;"Общество с ограниченной ответственностью ""Главснабкомплект""";102;Продавец;;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192144980-2017-0000045959;;Исходный;Выставлен. Подписан получателем;28.03.2017;22.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""Договор № 370""";26.12.2016;ТТН-1;ТТН-1;402961;ЭШ;"""0167093""";22.03.2017;7270,9;0;1454,18;8725,08
112;100144204;;"Унитарное предприятие по оказанию услуг ""Минское отделение Белорусской торгово-промышленной палаты""";108;Продавец;;112;691772248;;"ООО ""ХИМПРОМОЙЛ""";107;Покупатель; ;100144204-2017-0000009272;;Исходный;Выставлен. Подписан получателем;06.04.2017;22.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""""";;Акт выполненных работ;;;;"""2/1099""";22.03.2017;101,97;0;20,39;122,36
112;192077474;;"ООО ""БиКрафтОйл""";109;Продавец;;112;691772248;;"ООО ""ХимПромОйл""";107;Покупатель; ;192077474-2017-0000001762;;Исходный;Выставлен. Подписан получателем;05.04.2017;22.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""1901""";25.08.2016;ТТН-1;;402961;ЭХ;"""4704795""";22.03.2017;352,92;0;70,58;423,5
112;100070543;;"ООО ""СВИАТ""";613;Продавец;;112;691772248;;ООО «ХимПромОил»;107;Покупатель; ;100070543-2017-0000012309;;Исходный;Выставлен. Подписан получателем;28.03.2017;21.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""18440""";25.10.2016;ТТН-1;ТТН-1;402961;ЭЭ;"""3502846""";21.03.2017;115,42;0;23,08;138,5
112;300044043;;"ОДО ""Валентина-М""";107;Продавец;Серафимович Ольга Константиновна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;300044043-2017-0000003142;;Дополнительный без ссылки;Выставлен. Подписан получателем;04.04.2017;21.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";27.02.2017;ТТН-1;;402961;ЭХ;"""2154847""";21.03.2017;-3200;0;-640;-3840
112;500051993;;"ОАО ""Торфобрикетный завод Дитва""";511;Продавец;;112;691772248;;"ООО "" ХимПромОил""";107;Покупатель; ;500051993-2017-0000001961;;Исходный;Выставлен. Подписан получателем;07.04.2017;21.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""02/06""";23.03.2017;ТТН-1;;401851;ПС;"""1038126""";21.03.2017;6374,16;0;1274,83;7648,99
112;192328360;;Бондаревич О. Н.;105;Продавец;Бондаревич Олег Николаевич;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;192328360-2017-0000000013;;Исходный;Выставлен. Подписан получателем;10.04.2017;20.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""2""";01.11.2014;ТН-2;;401851;ШТ;"""0095016""";20.03.2017;4194,9;0;838,98;5033,88
112;191471136;;"Общество с ограниченной ответственностью ""БелСпросШина""";111;Продавец;Касько Анжелика Ивановна;112;691772248;;"ООО ""ХимПромОил""";107;Покупатель; ;191471136-2017-0000000530;;Исходный;Выставлен. Подписан получателем;22.03.2017;17.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""б/н""";14.11.2016;ТТН-1;;402961;ЭУ;"""4135689""";17.03.2017;1182,24;0;236,45;1418,69
112;100006975;     ;"ООО ""Сервовит""    РБ";106;Продавец;;112;691772248;     ;"ООО ""ХимПромОйл""";107;Покупатель; ;100006975-2017-0000000407;;Исходный;Выставлен. Подписан получателем;06.04.2017;17.03.2017;10.04.2017;;"""""";;;"""""";;"""""";"""""";;;"""007/32""";26.11.2014;ТТН-1;;402961;ЭУ;"""0823329""";17.03.2017;10148;0;2029,6;12177,6
